review,translate,sentimen
"barangnya bagus, tapi warnanya gk sesuai sama permintaan nya ..","the product is good, but the color is not the same as the request..",0
bagus tapi peyot dinding nya,nice but dented walls,0
 Produk original. Kualitas produk sangat baik.,original product. product quality is very good.,1
"Produk ori &amp; bagus, harga oke, pelayanan cepat, packing aman, pengiriman super kilat...","original and good product, okay price, fast service, safe packing, super fast delivery.",1
Minus kabelnya doang sih yang kebanyakan jadi harus make spliter walaupun udah dapet gratis,"Minus the cable, which is mostly so I have to use a spliter even though I got it for free",0
"pembelian kedua dari toko ini, beli tahun lalu di toko ijo, cuma naik 5rb doang gokil.
suara jernih, kalau mau ngebass harus setting equalizer sendiri.","second purchase from this shop, bought last year at the green shop, it only went up to an insane thousand thousand. clear sound, if you want bass you have to set your own equalizer.",0
"Earphonenya baguss, seneng bgt engga nyangka earphone 100rb bisa kyk gini.. detail main di low frequency, buat denger footstep mantep. Imaging okk udh akurat, lumayan pin point. Terus soundstage-nya engga sempit di harga segini. Tanpa ragu lgsung bikin review di youtube.. well done rexus, semoga dual driver-nya dikembangin lg dan main di range harga yg lebih tinggi.","the earphones are great, I'm so happy I didn't expect the RB earphones to be like this... the details of playing on low frequency, to hear great footstep. okk imaging is accurate, pretty pin point. then the soundstage is not cramped at this price. Without hesitation, I immediately made a review on YouTube... Well done, Rexus, hopefully the dual drivers will be developed again and play at a higher price range.",1
"putaran kipas kurang lancar, agak tersendat ","fan rotation is not smooth, a bit choked up",0
"Benar benar puas belanja di toko ini. Penjual ramah. Barang bagus, sesuai dengan ekspektasi. Buat kalian yang mau cari mouse pad, tidak usah ragu belanja di sini.","really satisfied shopping at this store. friendly seller. good item, as expected. for those of you who are looking for a mouse pad, don't hesitate to shop here.",1
bahan nya bagus ..kualitas bagus bangett..puas ,the material is good..the quality is really good..satisfied,1
"Sellernya kalo di chat ga di bales, syukur udah sampai barangnya","the seller doesn't respond to the chat, thank goodness the item has arrived",0
Murah banget dan mendarat dengan sempurna tanpa cacat walau packing beresiko.. Untung kurirnya ati2 kali ya,"very cheap and landed perfectly without defects even though the packaging was at risk... luckily the courier was careful, OK?",1
"Produk original, pengiriman cepat meski sedang PSBB. Terimakasih ","original product, fast delivery even though it's PSBB. Thank You",1
Saya kasih bintang 4 dulu ya. Soalnya blm dicoba. Kalo udh dicoba baru saya ganti. Btw makasih sellernya cepet.. kasian btw kurirnya.. nganternya malem2 :((,I'll give you one star first. because haven't tried it yet. if i try it i will replace it. btw thanks for the fast seller.. poor btw the courier.. delivered late at night :((,0
"barang penyok, fisik barangnya jadi aneh dan rusak
beli barang baru tapi seperti barang second. 
proses pengembaliannya ribet terpaksa sy Terima bareng second dgn harga mahal","the goods are dented, the physical goods are strange and damaged, buy new things, but they are like second-hand goods. the return process is complicated, I have to accept it with second hand at an expensive price",0
Hpnya lemot dan layar sentuhnya kurang peka,the cellphone is slow and the touch screen is not sensitive,0
bagus...tp dptnya warna ungu 😊😊👌,nice. but got purple,0
"serius ini bikin degdegan karena takut keulang lagi paket gagal kirim, sebenernya barangnya aman dan bagus, cuma kecewa sama kurirnya bisa ampe 6 hari loh, pengen klaim tapi masih di jalan, tapi status ga berubah..","Seriously, this makes me nervous because I'm afraid that the package will fail to be sent again, actually the item is safe and good, I'm just disappointed with the courier, it can take days, I want to claim but it's still on the road, but the status hasn't changed..",0
"Sepadan dengan Harga:yoi👍

entah emang dari script makro nya apa gimana ga tau, tp pas maen AWP miss terus njir🗿

pdhl pas ga make makro nya dapet kill terus🚶🏻‍♂️","commensurate with the price: yoi, I don't know if it's from the macro script, I don't know how, but when I play AWP, I miss it, it's stuck when I don't use the macro, it keeps killing",0
"ternyaata kicik,katanya 3lt tapi kok 2,5lt.","it turned out to be cute, he said lt but how come, lt.",0
Kalau ada nol bintang. Ku kasih nol bintang. Produk di kirim gak nyala alias sampah. Di chat retur ok sama seller NAMUN pengajuan balik dana Rp 1. Sama seller. Emangnya ini jaman batu 1 rupiah buat apa. Sangat sangat tidak recomend seller. LIHAT POSTINGAN KU DIBUAT MAIN MAIN SAMA SELLER RETUR 1 RUPIAH,"if there is zero stars. i give zero stars. the product sent doesn't work, aka trash. in the return chat ok with the seller but the return of funds is Rp. same seller. what is this the stone age of the rupiah for? very very not recommended seller. see my post made to play with seller return rupiah",0
pengirimanya cepat tapi tekonya ada yang penyok sedikit,Fast delivery but the pot is a little dented,0
Barang sudah diterima dan sudah di coba aku bakarnya di pan aja karena belum punya oven .,"the item has been received and I have tried it, I just burned it in a pan because I don't have an oven yet.",0
"sk banget blnj lazada cpt dtng ny,kmsan nya agk brntkn si mngkn ktndh brg lain,tp gk pp msh bs dibnarin ,mksh lazada,bng kurir trm ksh","I really don't want Lazada to arrive quickly, the message is a bit messy, maybe it's another item, but it's okay, I can still fix it, thank you Lazada, thanks for the courier, thank you",0
Pengiriman cepat barang ori tapi ko lapunya kdang terang redup sendirii smoga gk ada msalah dehhhh,fast delivery of ori goods but how come the lights sometimes get dim so I hope there's no problem,0
"sis, barang sudah diterima dengan baik dan dalam waktu yang cepat.
trims","sis, the goods have been well received and in a fast time. thanks",1
barang bagus sesuai diskripsi...bonus banyak...cuma pengiriman cukup lama...thank seller....,good item according to the description. lots of bonuses. just long delivery. thank seller.,0
toppppp bgt pokonyaaa...sampai dgn slmat,really top anyway. arrived safely,1
"Teko udah diterima,dapat warna ungu ternyata cantik banget.. Thanks lazada n' sun elektrik","the teapot has been received, the purple color turned out to be really pretty.. thanks lazada n' sunelectric",1
"Bagus, tapi sayang wa nya cuma bisa buat Chat doang GK bisa buat Vidio call","it's good, but it's a shame that it can only make chats, can't make video calls",0
Paket sudah diterima sesuai pesanan saya dan sudah bisa digunakan. Barang aman dan utih smpe tujuan dan pengirimannya cepat. Mantaff,The package has been received according to my order and can be used. the goods are safe and white to the destination and the delivery is fast. mantaff,1
"Baguss, desainnya lucu banget, sayangnya telinganya harus dibeli terpisah, terus bubble warpnya kurang tebel jadi kardusnya penyok, untung barang nya masih aman","nice, the design is really cute, unfortunately the ears have to be bought separately, then the bubble warp isn't thick enough so the box is dented, fortunately the item is still safe",0
"Alhamdulillah paket y dtng dgn selamat😇 packing rapi, baguss .","alhamdulillah the package arrived and safely packed neatly, nice.",1
"Libur selernya kelamaan 👎, gw pesen jumaat dikirim senin. Harus nya kalo jualan tidak ada libur dan kerja tiap hari ","The taste buds are too late, I ordered Friday and it was sent Monday. If selling, there should be no holidays and work every day",0
Waw aku terkejut karna bagus bat. Waw aku sangat sangat terkejud,wow I'm surprised because it's good bat. wow I'm very very surprised,1
"tq, mau gonta ganti thema keyboard tetep bagus.","no, if you want to change the keyboard theme, it's still good.",0
"Kualitas:kurang baik
Tampilan:barangnya rusak
Performa:rusak",quality: not good display: the goods are damaged performance: damaged,0
barangnya blm di coba semoga tdk ada kendala ya,"Haven't tried the item yet, hopefully there won't be any problems",1
Scroll-nya agak berdecit.,the scroll is a bit squeaky.,0
Cuman bisa komen 👍👍👍,can only comment,0
Barang bagus tapi packingnya ancur banget,good product but the packing is very bad,0
"Sepadan dengan Harga:Joshh

Baguss",worth the price: joshh nice,1
"Tampilan:bagus
Performa:bagus
Kualitas:bagus

Ternyata ukuranya diameter atas sama panjang gagang di itung, salah beli sih kurang besar. Respon penjual juga cepet di chat langsung bales, warna beda di kasih tau dlu mau tetep kirim atau engak.","display:good performance:good quality:good it turns out that the size of the upper diameter is the same as the length of the handle, I bought the wrong one, it's not big enough. The seller's response was also fast in direct chat replies, different colors were told beforehand whether to send or not.",0
Pengrmn cpt bgt brangx pux custemer smga aj cocok,"fast delivery, brangx has a customer, hopefully it's suitable",1
Harga produk standar Kualitas produk standar Kecepatan pengiriman standar Respon penjual standar,standard product price standard product quality standard delivery speed standard seller response standard,1
Barang berfungsi dengan baik dan sayangnya tidak dikasih baterai.,the item works fine and unfortunately no battery is provided.,0
legulator mantep sesuai diskripsi.terimakasih,steady regulator according to the description. thank you,1
overall oke. original,overall okay. original,1
parah bgt pengemasannya tidak di lapisin bublewrap.. klo untuk blender nya sii ok bagus,"it's really bad that the packaging isn't covered in bubblewrap... for the blender, it's ok, it's good",0
"Setelah pemakaian 2 minggu. Air nya berbau, terus kartu garansi nya tidak di isi. Jadi nya tidak berlaku garansi nya. Tidak recommended di toko ini.","after weeks of use. the water smells, then the warranty card is not filled. so the warranty doesn't apply. not recommended in this shop.",0
Airnya yg panas tdk mau keluar. Mau diretur repot juga bayar ongkir plus kirim- kirimnya lagi. Ada harga ada kualitas emg!,"the hot water doesn't want to come out. If you want to be returned, it's also a hassle to pay postage plus send it again. there is a price there is quality emg!",0
