Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag,Is_Sarcasm
basically i hail from kolkata...my in-law gave a treat at this plc...just fell in love with this plc...eagerly waiting for opening their outlet in kolkata....,basically hail from kolkata my in law gave treat at this plc just fell in love with this plc eagerly waiting for opening their outlet in kolkata,3/17/2019 19:51,5,F&B,Positive,Lainnya,No,No
Semoga berkembang terus......👍 mantap.... sukses selalu,moga kembang bagus sukses,2025-03-30T03:50:36.624Z,5,F&B,Positive,Rasa,No,No
"Kulkasnya sudah smpe diterima dalam kondisi baik, semoga bisa awet yaa 😊😊😊😊❤",kulkas smpe terima kondisi moga awet yaa,unknown,5,Lainnya,Positive,Bentuk,No,No
it can be preferred for sarapan. the salt of the flakes was a little lacking; so it affects the rasa; but it was not a problem.,it can be preferred for sarap the salt of the flakes was little lacking so it affects the but it was not problem,unknown,3,F&B,Netral,Rasa,No,No
Bagus Cepet sampe Gak pernah kecewa udh pemesanan kesekian kali Qualitas terjamin,bagus cepet sampe tidak kecewa mesan sekian qualitas jamin,unknown,5,Lainnya,Positive,Bentuk,No,No
fore atau tomoro bsk siang buka ga ya? pengen nugas diluar tp gamau malem:( aku ga puasa soalnya,fore tomoro bsk siang buka tidak ken nugas luar gamau malem tidak puasa,Fri Feb 28 12:47:39 +0000 2025,5,F&B,Positive,Lainnya,No,No
"Aplikasinya kok error muter muter terus habis order pertama? gmn bisa track order nya, masuk menu saja loading muter terus hadeehh .",aplikasi error muter muter habis gmn track menu loading muter hadeehh,2024-05-18 19:15:39,3,F&B,Netral,Rasa,No,No
"this tempat is a savior for mid night cravings. i have tried the chocolate sundae, brownie with ice cream and many basic flavours like mango,belgium chocolate,choco chip chocolate,butterscotch and strawberry. rasa is good , i am only disappointed with the brownie its more like chocolate sponge cake . the porsi size is appreciable for the harga. looking for budget ice cream , this tempat is great for it.",this is savior for mid night cravings have tried the chocolate sundae brownie with ice cream and many basic flavours like mango belgium chocolate choco chip chocolate butterscotch and strawberry is good am only disappointed with the brownie its more like chocolate sponge cake the porsi size is appreciable for the harga looking for budget ice cream this is great for it,9/7/2018 18:49,4,F&B,Positive,Rasa,No,No
"Pizza tracker nya ga update ,tolong diperbaiki lg",pizza tracker tidak update tolong baik lg,2017-11-03 22:30:42,3,F&B,Netral,Lainnya,No,No
Aplikasinya ngerugiin banget dah driver yang ngebatalin tapi malah resto yang selalu di tanah lawak mana makanan udah siap masih aja bisa di batalin gak kaya di sebeleh,aplikasi ngerugiin banget dah driver ngebatalin resto tanah lawak makan udah batalin tidak kaya sebeleh,2024-01-15 16:14:56,1,F&B,Negative,Rasa,No,No
Packing kardus nya acak² kan jadi saya masih bintang 4 maap ya,packing kardus acak bintang maap,unknown,2,Lainnya,Negative,Lainnya,No,No
barang SDH di terima dan di teruskan ke yg berhak menerimanya,terus hak terima,unknown,5,Lainnya,Positive,Lainnya,No,No
kenapa setelah diupdate tidak bisa dibuka aplikasi nya? mohon bantuan nya,diupdate tidak buka aplikasi bantu,2025-09-04 21:34:31,3,F&B,Netral,Lainnya,No,No
packing is not good,packing is not good,11/29/2018 22:25,3,F&B,Netral,Lainnya,No,No
"Lumayanlah mie rebusnya. Dingin sekali pas dinihari di parapat,hujan pula.",lumayan mie rebus dingin pas dinihari parapat hujan,2019-11-23T13:12:10.294Z,3,F&B,Netral,Rasa,No,No
Barang dikirim dengan amat cepat sekali. Produk udah dicek kondisi baik,cepat udah cek kondisi,unknown,5,Lainnya,Positive,Lainnya,No,No
"terima kasih paket sudah sampai,pengiriman cepat mdh2n awet,blm d coba d nyalain,terima kasih seller",kasih kirim cepat mdh2n awet belum coba nyalain kasih seller,unknown,5,Lainnya,Positive,Bentuk,No,No
pastikan alat makannya sekali lagi ya,pasti alat makan,Ordered on 30 December 2022,3,F&B,Netral,Bentuk,No,No
Bintang 3 dulu ya...karena ubah menu dan tambah menu masih sulit.padahal teman sesama shopee partner muncul menu ubah nya Gitu aja sementara...,bintang ubah menu menu sulit teman shopee partner muncul menu ubah gitu,2022-02-02 01:36:19,3,F&B,Netral,Lainnya,No,No
"Kualitas chargeran jelek bangettt, baru tiga Hari pakai sudah rusakk",kualitas chargeran jelek bangettt pakai rusakk,unknown,1,Elektronik,Negative,Bentuk,Yes,No
"Aplikasi tambh ngak jelas, Udah isi data Mau Mindah Alamat Toko aja, pengajuan di tolak,, padahal Udah isi data, pembayaran qris, sampai 2hari belum cair, ngak ada pemberitauan..buang buang Waktu malah di Suruh dm lagi, padahal sudah komplain 2kali, cuma Di Suruh nunggu,, padahal Udah kirim bukti transaksi..",aplikasi tambh ngak udah isi data mindah alamat toko aju tolak udah isi data bayar qris 2hari belum cair ngak pemberitauan buang buang waktu suruh dm komplain 2kali suruh nunggu udah bukti transaksi,2024-05-06 07:45:48,1,F&B,Negative,Harga,Yes,No
makin kesini makin sepi. udah ikut promo. udah di turunin hrganya. pokoknya udah d bikin minus. ttep aja sepi😢,kesini sepi udah promo udah turunin hrganya pokok udah bikin minus ttep sepi,2025-08-29 11:43:47,3,F&B,Netral,Harga,No,No
Lamb Chop paporit....usul Chef Widi. Bikin steak domba lokal dong.....W Burger juga patut dicoba. Cobain tiap menu dah...,lamb chop paporit usul chef widi bikin steak domba lokal burger patut coba cobain menu dah,Diedit 3 tahun lalu,3,F&B,Netral,Bentuk,No,No
they have really saturated menus. the prices are very good; and as a tempat with a very nice interior and exterior decor with sea views; i would definitely recommend it at the same time.,they have really saturated nus the prices are very good and as with very nice interior and exterior decor with sea views would definitely recommend it at the same time,unknown,5,F&B,Positive,Lainnya,No,No
Aplikasinya banyak bug Poin saya hilang 20 poin untuk free delivery Tapi orderan tidak bisa dibayarkan tidak ada muncul pembayaran Hanya tulisan pending payment Saya merasa sangat di rugikan,aplikasi bug poin hilang poin free delivery order tidak bayar tidak muncul bayar tulis pending payment rugi,2022-08-11 10:20:28,3,F&B,Netral,Rasa,No,No
Fitur Terbaik:sensitifitas dan kualitas barang Sepadan dengan Harga:murah dan bagus,fitur baik sensitifitas kualitas padan harga murah bagus,unknown,5,Lainnya,Positive,Harga,No,No
"barang ok, pengiriman cepat recommended seller",ok kirim cepat recommended seller,unknown,5,Hobi & Hiburan,Positive,Lainnya,No,No
"Barang tidak sesuai dgn yg di gambar, bukan plastik keras dan sepertinya tidak bisa utk menumpuk sepatu...bingung cara merakitnya...plastiknya mudah meleyot...sangat tidak puas...",tidak sesuai bukan plastik keras tidak tumpuk sepatu bingung rakit plastik mudah leyot tidak puas,unknown,1,Perabotan,Negative,Rasa,Yes,No
"Klo habis update pasti ada aja yg error. Untuk skrg tidak bisa buka tampilan dan update menu, padahal mau pasang menu baru 👎",klo habis update error skrg tidak buka tampil update menu pasang menu,2022-06-22 14:23:05,1,F&B,Negative,Bentuk,Yes,No
"driver melakukan pembatalan seenak sendiri,resto gak dikasih kompensasi giliran resto melakukan pembatalan karena stock habis langsung rating turun drastis gak kayak aplikasi sebelah yang adil,makin males buka shopee partner",driver batal enak resto tidak kasih kompensasi gilir resto batal stock habis rating turun drastis tidak kayak aplikasi belah adil males buka shopee partner,2026-02-18 07:56:26,1,F&B,Negative,Rasa,No,No
Kode aktivasinya ga masuk2 padahal udah dicoba berkali kali,kode aktivasinya tidak masuk2 udah coba kali,2020-04-06 17:55:37,3,F&B,Netral,Rasa,No,No
mienya agak basi untuk udang keju selalu top,mienya basi udang keju top,Ordered on 19 March 2023,2,F&B,Negative,Lainnya,No,No
good apps.. interaktif with delicious foods,good apps interaktif with delicious foods,3/9/2022 4:35,5,F&B,Positive,Lainnya,No,No
makanan sangat enak and excellent pelayanan by bahadur rahamat and surjeet we are fully happy to there pelayanan also again visit soo n love abs 'xxxxx..........mmm....,makan and excellent layan by bahadur rahamat and surjeet we are fully happy to there layan also again visit soo love abs xxxxx mmm,5/14/2019 13:37,5,F&B,Positive,Rasa,No,No
untuk gamepad nya tidak ada atau lupa y,gamepad tidak lupa,unknown,2,Lainnya,Negative,Lainnya,No,No
Transaksi tiap toko beda beda kan ya jadi menurut saya ga berhak untuk gobiz meng offkan toko yang ga jalan selama 6 bulan (lankalo emang ga ada yang pesen via go food mau diapain dongggg),transaksi toko beda beda tidak hak gobiz meng offkan toko tidak jalan lankalo emang tidak sen via go food diapain dongggg,2020-10-20 05:48:35,3,F&B,Netral,Lainnya,No,No
mudah2an enk..harus dipercepat pengirimanya,mudah2an enk cepat pengirimanya,unknown,4,F&B,Positive,Lainnya,No,No
barangnya bagus sesuai dengan harapan saya.. terima kasih,barang bagus sesuai harap kasih,unknown,5,Fashion,Positive,Bentuk,No,No
Maaf ka ini ko diskon nya gwde babget,maaf ka ko diskon gwde babget,2024-11-05 11:04:22,1,F&B,Negative,Harga,No,No
apakah promo gratis nya masih tersedia sampai skrg? mohon di respond:) terimakasih / 3 bintang dulu nanti kalo di jawab baru 5 bintang hehe,promo gratis sedia skrg respond terimakasih bintang kalo bintang,2019-02-06 14:15:37,3,F&B,Netral,Harga,No,No
"dari luar ok lah, sesuai harga. tapi pas dipakai ternyata seperti hp rusak. ada notifikasi sel yg tidak jelas karakter apa yg ditampilkan. dan tiap menit keluar jadi mengganggu sekali. kapok deh",ok sesuai harga pas pakai hp rusak notifikasi sel tidak karakter tampil ganggu kapok,unknown,2,Lainnya,Negative,Harga,Yes,No
Aneh sama gobiz yang punya usaha nya ngk di kasih sama sekali pendapatan..ikut promo pendapatan buat bayar promo saja yg punya usaha GK dapat apa2 cuma ngeluarin modal terus ini usaha sebenrnya bisa dapet pendapatan apa hanya ngasih keuntungan di gobiz saja sih..aneh ngk ikut promo ngk masuk2 orderan sampe harus ikut promo dlu baru hp tuh bunyi,aneh gobiz usaha ngk kasih dapat promo dapat bayar promo usaha tidak apa2 ngeluarin modal usaha sebenrnya dapet dapat ngasih untung gobiz aneh ngk promo ngk masuk2 order sampe promo dlu hp tuh bunyi,2023-08-08 00:36:38,1,F&B,Negative,Harga,No,No
agent was very good. reached on time. dil jeet liya,agent was very good reached on time dil jeet liya,7/29/2018 1:02,5,F&B,Positive,Lainnya,No,No
"customer pelayanan is zero.. they don’t know how to behave and dude they don’t even have an extra box. the entire store is under renovation, how do we know the cookies and cookies are freshly baked.. it’s mahal too. the least you can do is speak properly with the customers, well these people they definitely can’t. this tempat only has the hype!!!",customer layan is zero they don know how to behave and dude they don even have an extra box the entire store is under renovation how do we know the cookies and cookies are freshly baked it mahal too the least you can do is speak properly with the customers well these people they definitely can this only has the hype,3/22/2019 14:31,1,F&B,Negative,Rasa,No,No
"so i haven't tried most of their dishes but what i've tried is the chinese cuisine. and i must say its really nice. do try out their veg fried rice as well chilli chicken dry, or chilli paneer dry. these dishes have been pretty amazing whenever i've been there. so do try ;) p.s. you may follow me on my instagram page by the name of simbas_sister for more interesting food feeds. :)",so haven tried most of their dishes but what ve tried is the chinese cuisine and must say its really nice do try out their veg fried rice as well chilli chicken dry or chilli paneer dry these dishes have been pretty amazing whenever ve been there so do try you may follow me on my instagram page by the name of simbas sister for more interesting food feeds,8/11/2018 13:24,4,F&B,Positive,Lainnya,No,No
good pelayanan,good layan,12/3/2018 14:55,5,F&B,Positive,Lainnya,No,No
Susah mau merubah daftar menu resto,susah rubah daftar menu resto,2021-08-24 19:29:54,3,F&B,Netral,Lainnya,No,No
"till now ordered chef's special veg thali, oat meal, parantha in super sarapan pros # calories and macro nutrients info is clear and loud # ingredients and making is published and the order is as promissed # rasa, kualitas are great now i felt few things can be improved # delivery, i felt it is lambat and more than half an hour. also if we order from cure fit app we dont get the valet number as well. # plastic package can be avoided and pls think about alternatives # harga and quantity ratio : i felt the food items are highly priced when compared with the quantity they are providing. eg: oat meal box is really enak with a mixture of basil seeds, oats, honey, fruits it is charged 90 rs at centers and online it is 140. i strongly feel they can reduce the harga of every product at least 20% so that they can get more orders and new customers to",till now ordered chef special veg thali oat meal parantha in super sarap pros calories and macro nutrients info is clear and loud ingredients and making is published and the is as promissed kualitas are great now felt few things can be improved delivery felt it is lambat and more than half an hour also if we from cure fit app we dont get the valet number as well plastic package can be avoided and pls think about alternatives harga and quantity ratio felt the food items are highly priced when compared with the quantity they are providing eg oat meal box is really with mixture of basil seeds oats honey fruits it is charged rs at centers and online it is strongly feel they can reduce the harga of every product at least so that they can get more orders and new customers to,5/6/2019 12:38,4,F&B,Positive,Rasa,No,No
best sizzlers tempat in hyderabad makanan sangat enak wonderful pelayanan nice suasana we want to visit again highly recommend for food thankq team absolute sizzles,best sizzlers in hyderabad makan wonderful layan nice suasana we want to visit again highly recommend for food thankq team absolute sizzles,3/9/2019 16:32,5,F&B,Positive,Rasa,No,No
"Gmna sih tidak mengikuti promo apapun, atau tidak ikut iklan, tp saldo di potong trs, gak kira2 yaa, ini aplikasi nipu x ya, SE enak nya aja potong saldo orng.. tolong dong di cek ulang, gak ada email apa2 tp ada pemotongan gede bngt..",gmna tidak ikut promo apa tidak iklan saldo potong trs tidak kira2 yaa aplikasi nipu potong saldo orng tolong cek ulang tidak email apa2 potong gede bngt,2023-06-16 06:40:36,1,F&B,Negative,Rasa,No,No
"a tempat to hangout with friends. this tempat is good for night life. they have the best view from the roof top area. we visited this tempat for makan malam. the weather was freezing cold, i was craving some hot soup. we ordered chicken manchow soup and lemon coriander soup. the soups were perfect for a freezing cold evening. comming to the mocktails the virgin colada, chatpata madness and sex on the beach were very soothing. starters were enak we had hyderabadi tawa fish which was so much flavourful. lahsuni paneer tikka was so smooth and melting in mouth. tandoori broccoli was my favourite from this tempat. main course was really gud. finishing with the desserts the hot chocolate brownie with ice cream was too tempting and sweet. overall a great experience. surely must visit this tempat for suasana and their starters. loved this tempat and the view.",to hangout with friends this is good for night life they have the best view from the roof top area we visited this for makan malam the weather was freezing cold was craving some hot soup we ordered chicken manchow soup and lemon coriander soup the soups were perfect for freezing cold evening comming to the mocktails the virgin colada chatpata madness and sex on the beach were very soothing starters were we had hyderabadi tawa fish which was so much flavourful lahsuni paneer tikka was so smooth and melting in mouth tandoori broccoli was my favourite from this main course was really gud finishing with the desserts the hot chocolate brownie with ice cream was too tempting and sweet overall great experience surely must visit this for suasana and their starters loved this and the view,2/7/2019 16:06,4,F&B,Positive,Rasa,No,No
Jumlah total penjualan kotor hari ini (dilayar utama) berbeda dgn Jumlah total penjualan (laporan transaksi).!! seharusnya sama gimana ini?!!!,total jual kotor layar utama beda total jual lapor transaksi gimana,2025-03-26 16:41:14,1,F&B,Negative,Bentuk,Yes,No
Pancinya dan gorengannya bahan tipis jd ceet gosong???,panci goreng bahan tipis ceet gosong,unknown,2,Lainnya,Negative,Bentuk,No,No
"so far rasanya enak, tapi servis nya so bad trs datangnya lama sekitar 30 menitan pdhal antrinya g rame, trs pas pesen nulisnya pake sayur tpi pas dateng gaada sayurnya trs pas makan tiba tiba di sebelah ada kecoa, saran aja yg pagarnya deket got ditutupin sesuatu soalnya ada tikus keluar dri got nya.",so far servis so bad trs datang menit pdhal antri rame trs pas sen nulisnya pake sayur pas dateng gaada sayur trs pas makan belah kecoa saran pagar deket got ditutupin tikus dri got,6 bulan lalu,3,F&B,Netral,Rasa,No,No
