Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Business_Category,Sentiment_Label,Review_Aspect,Crisis_Flag
"Barang bagus dan nyaman, sayangnya pengiroman aja aga lambat",bagus nyaman sayang pengiroman aga lambat,unknown,5,Lainnya,Positive,Bentuk,No
aku pesen gofood express nunggu 60 menit ujung ujungnya malah batal gara gara gadapet driver. AKU NUNGGUIN 60 CUMA BUAT DAPET HIKMAH DOANG KALO APLIKASI NYA RUSAK,sen gofood express nunggu ujung ujung malah batal gara gara gadapet driver nungguin cuma buat dapet hikmah doang kalo aplikasi nya rusak,2026-02-03 19:43:42,1,F&B,Negative,Lainnya,Yes
"Alhamdulillah paket yg di tunggu sdh datang.. teko bagus, dapat warna ungu.. sudah di coba, bunyi siulnya nyaring bangt. cm sayang tekonya penyok, jd ngk enak di pandang, mngkin dri pengiriman ke tindih"", dusnya bkn bawaan dri tekonya,",alhamdulillah tunggu teko bagus warna ungu coba bunyi siul nyaring bangt cm sayang teko penyok jadi ngk enak pandang mngkin dri kirim tindih dus bkn bawa dri teko,unknown,2,Lainnya,Negative,Bentuk,No
Option instal update tidak menyediakan tunda,option instal update tidak sedia tunda,2020-03-08 14:22:16,3,F&B,Neutral,Lainnya,No
"Hmmmm barang kurang kokoh, tidak bisa utk menyimpan barang berat. Doyong. Kemahalan utk tingkat kekokohan seperti ini� sorry �",hmmmm kurang kokoh tidak simpan berat doyong mahal tingkat kokoh sorry,unknown,2,F&B,Negative,Harga,No
"i ordered parcel , instead on three layer cheese, they put only one piece cheese in burger- this happened twice with me... cheating with customer who order online. not happy :(",ordered parcel instead on three layer cheese they put only one piece cheese in burger this happened twice with me cheating with customer who online not happy,11/5/2018 21:14,1,F&B,Negative,Lainnya,No
"Kecewa barang gak sampe... Toko nya gak mau tanggung jawab, dan respon nya lama bgt. bener bener kecewa. Jgn beli disini lagi untuk kalian yang baca komen ini. Respon nya lama bgt ... Dari delivery nya juga kacau nyasarin barang dan gak mau tanggung jawab. Beli barang tapi barangnya gak sampe bener bener kecewa...",kecewa tidak sampe toko nya tidak mau tanggung jawab respon nya lama banget bener bener kecewa jgn sini kalian baca komen respon nya lama banget delivery nya kacau nyasarin tidak mau tanggung jawab barang tidak sampe bener bener kecewa,unknown,1,Perabotan,Negative,Lainnya,Yes
Barang cepet sampe cman aga penyok dikit ga patal banget .. mungkin saat pengiriman kebentur,cepet sampe cman aga penyok dikit tidak patal banget mungkin kirim bentur,unknown,2,Lainnya,Negative,Bentuk,No
favorito makan disini apalagi anak anak bisa sampe kekenyangan tempatnya udah pasti cozy nyaman fish roll gyuniko tamago roll salmon nya seger banget,favorito makan sini anak anak sampe kenyang tempat udah cozy nyaman fish roll gyuniko tamago roll salmon nya seger banget,unknown,5,F&B,Positive,Bentuk,No
this tempat is not exactly vegetarian-ramah. they cook everything in the same dish and i'm guessing they use the same oils. did not eat here but thought people would like to know. pelayanan is quick for the starters. they took some time for the main course. friends say the food is alright. there's outdoor and indoor seating. tempat is bersih throughout and it looks like the hygiene is good. gets really busy in the afternoon because it's so close to the it hub.,this tempat is not exactly vegetarian ramah they cook everything in the same dish and guessing they use the same oils did not eat here but thought people would like to know layan is quick for the starters they took some time for the main course friends say the food is alright there outdoor and indoor seating tempat is bersih throughout and it looks like the hygiene is good gets really busy in the afternoon because it so close to the it hub,2/1/2019 14:29,3,F&B,Neutral,Bentuk,No
Alhamdulillah bisa nyobain bitter lagi + bisa kasih” hampers ke sanak saudara . Dengan harga muraaaah,alhamdulillah nyobain bitter kasih hampers sanak saudara harga muraaaah,unknown,3,F&B,Neutral,Harga,No
kenapa gofod skrg gk bisa kasih rating... bkin resto semena semena smbarangan... komplain gk bisa kasih rating gk bisa .. parah untuk kesekian,gofod skrg tidak kasih rating bkin resto semena semena smbarangan komplain tidak kasih rating tidak parah sekian,2024-11-29 12:50:10,3,F&B,Neutral,Lainnya,No
"mewah dan makananya enak, cocok untuk makan bersama keluarga dan acara kantor",mewah makananya enak cocok makan sama keluarga acara kantor,2025-12-01T13:13:23.532Z,5,F&B,Positive,Rasa,No
"tolong dong terutama buat gofood gocar, sama go ride, kalau drivernya ada atau lg nunggu driver ada, tolong aktifkan juga batal pesanan meskipun udh konfirmasi sama klau kasih waktu tunggu ada drivernya jangan lama lama cukup 5-10 menit aja, karena saya nunggu hampir sejam lebih gak dapet2 driver nya, dan krjadian itu udh sering terjadi. klau misal kita mau dibatalin juga gk bisa, mau ditungguin juga gak dapet2 drivernya. klau misal yg nunggu makanan nya tamu kan ya kasihan",utama buat gofood gocar sama go ride kalau drivernya lg nunggu driver aktif batal pesan meski konfirmasi sama klau kasih waktu tunggu drivernya jangan lama lama cukup nunggu hampir jam lebih tidak dapet2 driver nya krjadian sering jadi klau misal mau dibatalin tidak mau ditungguin tidak dapet2 drivernya klau misal nunggu makan nya tamu kan kasihan,2026-02-04 19:01:19,3,F&B,Neutral,Rasa,No
Kelihatannya ini enak.....tapi belum dicoba.....semoga benar enak yah......dan udah dicoba memang enak....juga tidak terlalu manis,lihat enak belum coba moga benar enak yah udah coba memang enak tidak terlalu manis,unknown,5,F&B,Positive,Rasa,No
this is probably the only tempat in hyderabad serving bagels. and they rasa really good. a little further away from the city. but good bagels are sepadan the drive.,this is probably the only tempat in hyderabad serving bagels and they rasa really good little further away from the city but good bagels are padan the drive,11/15/2018 9:16,5,F&B,Positive,Rasa,No
"it's been a very long desire to rasa the pan asian food at zega, very beautiful tempat with a spectacular view from the outlet, well balanced suasana with nice live kitchen and interactive bar, coming to the pelayanan its seems very low manned for every order we have to stand up and request someone to attend for our request, rasa of the food was just ok, need to relook into the clasic dishes, over all it was a very average dining experience at zega.",it been very long desire to rasa the pan asi food at zega very beautiful tempat with spectacular view from the outlet well balanced suasana with nice live kitchen and interactive bar coming to the layan its seems very low manned for every we have to stand up and request someone to attend for our request rasa of the food was just need to relook into the clasic dishes over all it was very average ning experience at zega,5/9/2019 22:15,2,F&B,Negative,Rasa,No
excellent! thank you😊,excellent thank you,10/26/2018 19:09,5,F&B,Positive,Lainnya,No
prosesnya lama,proses lama,unknown,2,Lainnya,Negative,Lainnya,No
"Barang sepertinya bagus tapi belum dicoba dipake, dan pengiriman terkendala di expressnya yang lumayan lama",seperti bagus belum coba dipake kirim kendala expressnya lumayan lama,unknown,5,Lainnya,Positive,Bentuk,No
Bau bgt kayak bau sampah,bau banget kayak bau sampah,unknown,1,F&B,Negative,Rasa,No
"kalo mesan gofood selalu lama dapat drivernya, smpai2 makan2 yg jadi diresto dingin, pdhal driver bnyak yg ngetime gak dpt orderan",kalo mesan gofood selalu lama drivernya smpai2 makan2 jadi diresto dingin pdhal driver bnyak ngetime tidak dpt order,2025-06-11 22:28:03,3,F&B,Neutral,Rasa,No
"maaf saya pelanggan gofood, kasih diskon, voucher, promo yang tidak harus di topup terus.........kasih semua pelanggan yang gak ribet......",maaf langgan gofood kasih diskon voucher promo tidak topup terus kasih semua langgan tidak ribet,2025-10-04 15:11:07,3,F&B,Neutral,Harga,No
"produk berfungsi dgn baik,dan cocok sama tvnya merk polytron juga,tapi sayang pengirimannya lama",fungsi baik cocok sama tvnya merk polytron sayang kirim lama,unknown,2,Lainnya,Negative,Lainnya,No
"respon cepat pengiriman cepat, sampai dengan baik dan bisa dimainkan",respon cepat kirim cepat baik main,unknown,5,Elektronik,Positive,Lainnya,No
"Kabel nya kurang bagus , buat ngecas Nymbung masuk keluar lagi ,,",kabel nya kurang bagus buat ngecas nymbung masuk keluar,unknown,2,Elektronik,Negative,Bentuk,No
Suka aja sih sebener nya Cuma admin nya ngeselin Slow respon dan gada ramah” nya,suka sebener nya cuma admin nya ngeselin slow respon gada ramah nya,unknown,2,Lainnya,Negative,Lainnya,No
ga berfungsi kecewa bgt,tidak fungsi kecewa banget,unknown,1,Perabotan,Negative,Lainnya,Yes
luntur terus meski sdh bbrp kali d cuci,luntur terus meski bbrp kali cuci,unknown,3,Fashion,Neutral,Lainnya,No
labonel has become a hotspot for premium and rich baking. the rasa is amazing and makes you indulge in more. tasted red velvet cake on my friends birthday and it makes you go ummmmmm,labonel has become hotspot for premium and rich baking the rasa is amazing and makes you indulge in more tasted red velvet cake on my friends birthday and it makes you go ummmmmm,2/13/2017 14:41,3,F&B,Neutral,Rasa,No
Fore ga mau bikin Triple peach versi seliter kah?,fore tidak mau bikin triple peach versi liter,Fri Feb 28 02:48:51 +0000 2025,3,F&B,Neutral,Lainnya,No
"Makanannya enak, cocok untuk kumpul bersama teman dan keluarga. Recomended",makan enak cocok kumpul sama teman keluarga recomended,2025-07-10T09:51:10.070Z,4,F&B,Positive,Rasa,No
"Seperti biasa pesanan cepat, seller juga fast respon",biasa pesan cepat seller fast respon,unknown,5,Fashion,Positive,Lainnya,No
"datang dlm keadaan gagang bengkok & pecah. gak niat banget packingnya. minimal digulung pakai kardus bekas lah biar gak rusak produknya. belanja di official store kok seperti belanja di toko biasa. gak sempat difoto, barang langsung dibuang masuk tempat sampah. sebagus apapun produk yg dibuat, kalau pengiriman dan packing tidak aman, tdk ada gunanya.",dlm ada gagang bengkok pecah tidak niat banget packingnya minimal gulung pakai kardus bekas biar tidak rusak produk belanja official store kok belanja toko biasa tidak sempat foto langsung buang masuk tempat sampah bagus apa buat kalau kirim packing tidak aman tidak guna,unknown,1,Perabotan,Negative,Bentuk,Yes
"Order dan gambar truck pemadam kok dikirim mobilan police, NOT RECOMMENDED",truck madam kok mobil police not recommended,unknown,1,Hobi & Hiburan,Negative,Lainnya,No
harusnya tak ada biaya pesanan di grab food,harus tak biaya pesan grab food,2025-10-08 13:04:03,3,F&B,Neutral,Harga,No
Ada bahasa indonesia ga ya 😂😂😂,bahasa indonesia tidak,2021-08-18 12:55:03,3,F&B,Neutral,Lainnya,No
Ed'dah lama binggi,ed dah lama binggi,2016-07-09 12:53:25,3,F&B,Neutral,Lainnya,No
orderan ganda membuat makanan lama diantar,order ganda buat makan lama antar,2026-01-16 18:19:18,1,F&B,Negative,Rasa,No
"untuk produk bagus, cuma pengiriman lelet bgt. 3 kali chat ke CS, sy ajukan pembatalan baru barang di kirim",bagus cuma kirim lelet banget kali chat cs sy aju batal baru,unknown,2,Lainnya,Negative,Bentuk,No
"Sebenarnya bagus, banyak promonya dan tersedia di banyak lokasi. Tapi bikin kesel banget kalau mau membatalkan pesanan makanan ga bisa. Alasannya udah disiapkan restoran lah, apa lah. Padahal, restoran aja baru nerima pesanannya. Mau ganti alamat juga susah.",benar bagus banyak promonya sedia banyak lokasi bikin kesel banget kalau mau batal pesan makan tidak alas udah siap restoran apa padahal restoran baru nerima pesan mau ganti alamat susah,2026-01-17 06:14:55,3,F&B,Neutral,Rasa,No
as usual. the best shakes in the city.,as usual the best shakes in the city,7/29/2018 19:57,5,F&B,Positive,Lainnya,No
baru d cobain langsung sobek tengahnya Hahaaa maklumlah harga menentukan kualitas juga,baru cobain langsung sobek tengah hahaaa maklum harga tentu kualitas,unknown,1,Fashion,Negative,Harga,No
roti nd nan both u gave me without butter nd i ordered with butter...nd both are burnt. even paneer curry quantity was too less man..no1 can eat a single chapathi with that...nd panner pieces were in burnt condition.,roti nd nan both gave me without butter nd ordered with butter nd both are burnt even paneer curry quantity was too less man no1 can eat single chapathi with that nd panner pieces were in burnt condition,12/9/2018 23:00,1,F&B,Negative,Lainnya,No
Fitur Terbaik:nicee,fitur baik nicee,unknown,5,Lainnya,Positive,Lainnya,No
"respon cepat, sayang lensa macro nya ada baret, masih dimaklumi lah karena murah, tp berharap kualitas barang bisa lebih baik",respon cepat sayang lensa macro nya baret maklum murah harap kualitas lebih baik,unknown,2,Elektronik,Negative,Harga,No
"rese Banget ngegofood hampir sejam gak dapat driver, mana lagi lapar mana gak bisa dibatalin😡",rese banget ngegofood hampir jam tidak driver mana lapar mana tidak dibatalin,2026-03-29 20:05:52,1,F&B,Negative,Lainnya,No
Bagus berfungsi baik. Baru dicoba dalam keadaan kosong.,bagus fungsi baik baru coba ada kosong,unknown,2,Lainnya,Negative,Bentuk,No
Kecamatan katapang kab. Bandung bisa delevery ga ya,camat katapang kab bandung delevery tidak,2017-10-13 20:34:47,3,F&B,Neutral,Lainnya,No
Sip mantullllllll😍😍😍😍,sip mantullllllll,unknown,5,Lainnya,Positive,Lainnya,No
"sangat rekomendasi, pengiriman cepatttt👍👌",sangat rekomendasi kirim cepatttt,unknown,5,Lainnya,Positive,Lainnya,No
my worst makan malam experience ever.. the buffet’s spread is the smallest you will find any where.. only 2 starters. biriyani was horrible. steamed rice was half cooked. the limited options of curry were also unpalatable. my friends had chicken and even that was half cooked. my money wasted. would never think of going there ever.,my worst makan malam experience ever the buffet spread is the smallest you will find any where only starters biriyani was horrible steamed rice was half cooked the limited options of curry were also unpalatable my friends had chicken and even that was half cooked my money wasted would never think of going there ever,1/22/2019 10:05,1,F&B,Negative,Lainnya,No
