Review_Text,Review_Text_Processed,Review_Date,Rating_Score,Platform_Source,Sentiment_Label,Review_Aspect,Crisis_Flag,Business_Category,Is_Sarcasm,Dataset_Source,Data_Split
"Coocaa Android TV 40s5g recommended banget, dengan harga flash sale mendapatkan fitur yg keci abis, pengiriman cepat, packing kayu Dan bubble wrap Aman, semoga Awet dan after sales nya bagus",coocaa android tv 40s5g recommended banget harga flash sale fitur keci abis kirim cepat packing kayu bubble wrap aman moga awet after sales bagus,09 Sep 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
mantep.. pengiriman cepat.. barang sudah sampe sehari,mantep kirim cepat sampe hari,29 Des 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
barang bagus minimalis simpel berfungsi dgn baik,bagus minimal simpel fungsi,06 Mei 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Bagus cuman belum dicoba ketahanan panasnya kuat sampe berapa jam,bagus cuman coba tahan panas kuat sampe,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
barang sudah di terima paking rapi terimakasih seler terimakadih lazada cuma laporan pengiriman membingungkan di hp kiriman sudah sampai tapi di lihat belum ada tapi nggak apa belum lewat batas yg di janjikan agak bingung saja kok dengan bahasa laporan pengiriman terimakasih,paking rapi terimakasih seler terimakadih lazada lapor kirim bingung hp kirim batas janji bingung bahasa lapor kirim terimakasih,15 Jan 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Sangat Bagus.... Beli, 1-2 hari langsung diterima plus BONUS2 nya.",bagus terima plus bonus2,29 Okt 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Mantap jiwa bos saya suka dengan barangnya, respon cepat pokonya good, saya pesan hari jumat malam hari minggu siang sudah datang , biasanya hari libur gak dtg ini datang , mantap jiwa sukses slalu gan, pokonya gak bli dri sisni nyesel",bagus jiwa bos suka barang respon cepat poko good jumat malam siang libur dtg bagus jiwa sukses slalu gan poko bli dri sisni nyesel,18 Jan 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
barang bagus sesuai gambar,bagus sesuai,23 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Touchpad ga berfungsi. Touchpad ga berfungsi,touchpad fungsi touchpad fungsi,27 Mar 2017,2,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,train
"layar cukup jernih, sayang tidak ada colokan jack audio 3.5mm untuk speaker terpaksa harus pakai bluetooth transmitter.ROM internal hanya 8GB. untuk inputan dari HDMI (kabel tv, game ps4) ada audio latency / audio lagging, tidak sinkron antara video dan audio nya, audio nya telat sepersekian detik, sudah coba reset factory setting sesuai saran teknisi tetap sama saja hasilnya. Mudah2an ada update firmware ke depannya karena tidak nyaman nonton dan terutama main game audionya telat2",layar jernih sayang colok jack audio 5mm speaker paksa pakai bluetooth transmitter rom internal 8gb inputan hdmi kabel tv game ps4 audio latency audio lagging sinkron video audio audio telat sekian detik coba reset factory setting sesuai saran teknisi hasil mudah2an update firmware depan nyaman nonton main game audio telat2,08 Agu 2019,3,Lazada,Neutral,Bentuk,No,Elektronik,No,Lazada,train
Aduh csnya kurang komunikatif ngga ngebantu bahkan.. jne tidak packing kayu klo bayar dikasih di menu pilihan pengiriman donk.. tapi harga ok warna ok 4knya ok,aduh csnya komunikatif ngebantu jne packing kayu klo bayar kasih menu pilih kirim donk harga ok warna ok 4knya ok,09 Sep 2019,3,Lazada,Neutral,Harga,No,Elektronik,No,Lazada,train
barang diteruma dengan baik.mksh gan...,uma terima kasih gan,07 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Sip. Produk telah tiba sesuai estimasi.. pelayanan pemjual jiga baik.. semoga barangnya awet,sip sesuai estimasi layan pemjual jiga moga barang awet,13 Des 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Mantap ..dan udah saya sebar info ke teman dan tetangga,bagus udah sebar info teman tetangga,16 Sep 2018,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
"TV datang dgn packing kayu, telah diterima dgn baik. Pengiriman telat 3 hari dari jadwal krna kesalahan kurir. Kualitas gambar bagus, sistem operasi bagus, suara agak kurang. Harga sangat terjangkau.",tv packing kayu terima kirim telat jadwal krna salah kurir kualitas bagus sistem operasi bagus suara harga jangkau,13 Mei 2019,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"Aduk Ka.kenapa ya makin ke sini pengiriman barang nya makin jelek..barang banyak yg keriput, kusut, rusak.. tolong dong ke depannya di perbaiki",aduk ka kirim jelek keriput kusut rusak tolong depan baik,unknown,2,Tokopedia,Negative,Bentuk,Yes,Elektronik,No,PRDECT-ID,train
Pengiriman cepat... Dan produk sangat baik...,kirim cepat,18 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"barang sesuai, pengiriman cepat.",sesuai kirim cepat,22 Nov 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Top markotop tv nya sdh mendarat. Berfungsi dgn baik..tks lazada,top markotop tv darat fungsi tks lazada,11 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
walaupun pengiriman nya lumayan lama hampir satu minggu mungkin karena harbolnas dan flash sale juga jadinya overload seller nya... TV nya kereeenn.. good... mantaap.. ninja express nya hati2 kirim paket nya jadi meluncur dengan selamat... makasih lazada... gak kecewa dapet harga miring tapi kualitas ok,kirim lumayan harbolnas flash sale overload seller tv kereeenn good mantaap ninja express hati2 luncur selamat terima kasih lazada kecewa dapet harga miring kualitas ok,12 Des 2018,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
Bagus dan cepat,bagus cepat,18 Agu 2017,3,Lazada,Neutral,Bentuk,No,Elektronik,No,Lazada,train
"Mantap top markotop deh,,,, paket diterima dgn baik dn mulus udh di stel bagus. mksh lazada sering"" aja ada diskon utk TV yg uk besar",bagus top markotop terima dn mulus stel bagus terima kasih lazada diskon tv uk,27 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Gak usah yang smart tv saja menu sudah lengkap, karena sudah punya Android TV Box. Yang saya suka dari produk ini pas nonton video menunya lengkap banget, pilih subtitle bisa, repeat A-B ada. Untuk setelan lebaran display banyak, 16:9;4:3;dan lainnya,Pasang Bracket mudah",smart tv menu lengkap android tv box suka pas nonton video menu lengkap banget pilih subtitle repeat setel lebaran display pasang bracket mudah,27 Mar 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Casing Hardisk External 2.5 - External Case HDD mantaaaap. Barang sudah sampe cepat .barangnya cocok harga murah .apa yg di iklan kualitas oke banget plus komplit kabel usbnya begitu di pasangin HDD . langsung jalan .trimakasih banget buat lazada dan JEQA Komputer,casing hardisk external external case hdd mantaaaap sampe cepat barang cocok harga murah iklan kualitas oke banget plus komplit kabel usbnya pasangin hdd jalan trimakasih banget lazada jeqa komputer,14 Agu 2017,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"barang bagus,sayang pengiriman kayak pler, biasa dengan JNE cuma 4 hari, sekarang denan ninja van malah hampir 10 hari, padahal butuh cepat",bagus sayang kirim kayak pler jne den ninja van butuh cepat,19 Jun 2019,3,Lazada,Neutral,Bentuk,No,Elektronik,No,Lazada,train
sudah terima dan packing kayu... senang sekaliiiii.. terima kasih,packing kayu senang sekaliiiii kasih,12 Jul 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Minta express tapi udh 2 hari gk dateng hari ke 3 baru dtng dan tetep bayar ongkir 20.000 padahal kalau standar sama aj 3 hari malahan gratis ongkir,express dateng dtng tetep bayar ongkir standar aj gratis ongkir,17 Agu 2019,3,Lazada,Neutral,Harga,No,Elektronik,No,Lazada,train
"trims Lazada, paket ny udah sampe,mantep banget barangnya, tepat waktu, berfungsi baik,dan mdah2n awet.. amin 😁😁😁😁",trims lazada ny udah sampe mantep banget barang waktu fungsi mdah2n awet amin,20 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
pengiriman cepat seller dan kurirnya ramah mantaps tapi di dalam dus ga ada kartu garansinya tapi mudah mudahan awet rekomen deh seller dan lazada ❤❤❤,kirim cepat seller kurir ramah mantaps dus kartu garansi mudah mudah awet recommended seller lazada,19 Agu 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
makanannya rasanya mantap,makan bagus,2026-03-05T14:01:29.142Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"Terima kasih, pesanan sudah diterima. Packing rapih dan aman.👍👍🙏",kasih pesan terima packing rapih aman,27 Nov 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Tepat waktu,packing rapi, sangat recommended",waktu packing rapi recommended,25 Sep 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
mantap..... istri saya sukaaa.....,bagus istri sukaaa,09 Sep 2019,5,Lazada,Positive,Rasa,No,Elektronik,No,Lazada,train
"Overall semua enak, pelayanan ramah, mba cs nya baik bgt aku dikasih lolipop thankss mbaa😍😍 #irma",overall enak layan ramah mba cs banget kasih lolipop thankss mbaa irma,2026-04-23T15:18:58.274Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
Tv diterima dlm kondisi baik terhitung cepat proses pengirimannya. Tapi sayang bracket yang dijanjikan sebagai bonus tidak ada.,tv terima dlm kondisi hitung cepat proses kirim sayang bracket janji bonus,15 Mei 2019,3,Lazada,Neutral,Lainnya,No,Elektronik,No,Lazada,train
"Begitu barang dibuka dan dicoba.. sudah ada dead pixel 2 garis panjang. barang baru kok sudah cacat, dikirim pula ke customer. memang murah dan diskon, tapi jadinya kesannya murahan dan sembarangan. sudah complain ke CS Coocaa dan harus dikirim dulu ke Jakara utk tukar unit. merepotkan sekali.",buka coba dead pixel garis cacat customer murah diskon kesan murah sembarang complain cs coocaa jakara tukar unit repot,10 Des 2018,1,Lazada,Negative,Harga,Yes,Elektronik,No,Lazada,train
"SanDisk Ultra USB 3.0 Flash Drive - 16GB - Hitam. produknya bagus, baru dan berfungsi dengan baik hingga saat ini",sandisk ultra usb flash drive 16gb hitam produk bagus fungsi,04 Feb 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
barang sampe dgn selamat tak ada yg kurang...baik 100%,sampe selamat,25 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Good Lah Sesuai sama deskripsi,good sesuai,20 Feb 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Tidak direkomendasikan untuk makan bersama.,rekomendasi makan,2020-01-22T11:44:40.439Z,1,Google Maps,Negative,Lainnya,No,F&B,No,GoogleMaps,train
"Bagus. Barang ok, pngiriman cpat, packing kayu. Tingkatkan layanan.",bagus ok pngiriman cpat packing kayu tingkat layan,25 Apr 2017,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"sesuai digambar, bagus",sesuai gambar bagus,30 Jan 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Alhamdulillah barang sudah sampai walaupun ada kesalahan teknis pengiriman, setelah beberapa Minggu pakai overall barang bagus kok",alhamdulillah salah teknis kirim pakai overall bagus,08 Sep 2018,4,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Cara mengajukan kredit nya kayak mana untuk laptop. Cara detail mengajukan permohonan kredit laptop,aju kredit kayak laptop detail aju mohon kredit laptop,2019-10-02,4,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
baguss tapi suaranya kecil,baguss suara,12 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Bagus banget buat acara keluarga, recommended makanan, pelayanan, suasana, pemandangannya. Semua okeeee. Tengkyu mas waiter Ahmad Fajar",bagus banget acara keluarga recommended makan layan suasana pandang okeeee tengkyu mas waiter ahmad fajar,2025-08-16T06:55:39.532Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
"TV nya sudah mendarat ,barangnya mulus bisa digunakan,cuma remote TV nya tidak bisa berfungsi,jadi sedikit kecewa aja tadinya mau pesan 1 lagi 😑,itu aja sih kendalanya cuma di remote nya aja, selebihnya ok pengiriman jg cepat",tv darat barang mulus remote tv fungsi kecewa kendala remote lebih ok kirim cepat,07 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
BARANG ORIGINAL 100%,original,11 Jun 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"barang sudah sampai dengan selamat ini kali ke 2 saya beli tv di lazada, terimakasih",selamat tv lazada terimakasih,15 Mei 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Karena dirumah udah ada rexus T1 yang lebih besar jadi ini buat d kantor aja. Oiya kalau yg ini mah pinggirnya ngga di jait,rumah udah rexus t1 kantor oiya mah pinggir jait,unknown,2,Multi platform,Negative,Bentuk,No,Lainnya,No,Dipawidia,train
tv bagus tinggal cari antena yg cocok aja. syangnya gc suport USB ya? andai bisa ditujar lagi,tv bagus tinggal cari antena cocok syangnya gc suport usb andai ditujar,09 Sep 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Pelayanan ramah . Masakan enakk.. @Rohmattulloh dan mba Tiwi,layan ramah masakan enakk rohmattulloh mba tiwi,2026-02-08T07:40:59.467Z,5,Google Maps,Positive,Rasa,No,F&B,No,GoogleMaps,train
paket sdh diterima thanks lazada,terima terima kasih lazada,05 Apr 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
kacau. tidak terbaca,kacau baca,18 Mar 2019,1,Lazada,Negative,Lainnya,No,Elektronik,No,Lazada,train
"Macbook Pro 13"" MD101. Produk benar-benar baru, bahkan melebihi ekspetasi saya. Saya baru membukanya sore tadi Minggu 20/5/2018, dan mulai coba-coba. Saya memperkirakan mendapat rakitan 2012 tengan OS Lion, ternyata rakitan 2015, OS nya sudah El Capitan. Mantab !!!",macbook pro md101 lebih ekspetasi buka sore coba coba rakit teng os lion rakit os el capit mantab,12 Mei 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"bagus, kapasitas real. trims gan",bagus kapasitas real trims gan,01 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Paket pesenan sudah sampai.... sdh langganan... pelayanan baik proses pengemasan jg cepat... makasihhh,sen langgan layan proses emas cepat makasihhh,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
Barang sudah diterima dengan baik..pke packing buble warp pula,terima pke packing buble warp,08 Okt 2018,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
Sdh sampai bbrp waktu lalu dan telah &#39;disetup&#39; dan berfungsi sbgmn yg diharapkan.,bbrp waktu setup fungsi sbgmn harap,unknown,5,Multi platform,Positive,Lainnya,No,Lainnya,No,Dipawidia,train
Brg mantuuullll sekali...sempt khawatir karna cm di packing dgn buble crab... Tp Alhamdulillah brgnya gk knp²... Kurirnya jg baik.. Terima kasih,brg mantuuullll sempt khawatir cm packing buble crab alhamdulillah brgnya knp kurir kasih,26 Sep 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"baru pake 3 hari udh berulah, susah hidup, kadang hang, frezee blank saat lagi on komputer. minta di ganti gk di respon trs buat apa embel2 garansi lifetime? not recommended",pake ulah susah hidup kadang hang frezee blank on komputer ganti respon trs embel2 garansi lifetime not recommended,unknown,1,Tokopedia,Negative,Lainnya,No,Elektronik,No,PRDECT-ID,train
"Barang sudah diterima...packaging rapi..Semua bonus ada, gak kurang ...moga awet aja brangnya",terima packaging rapi bonus moga awet brangnya,05 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
pengiriman lama,kirim,11 Nov 2018,3,Lazada,Neutral,Lainnya,No,Elektronik,No,Lazada,train
sejauh ini tidak ada masalah.. HOOQ jg lancar.. walopun penasaran ama daya tahan nya kalo buat main ps 24 jam hehe,hooq lancar walopun penasaran ama daya tahan kalo main ps,28 Mar 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
keren panjang banget,bagus banget,unknown,2,Multi platform,Negative,Lainnya,No,Lainnya,Yes,Dipawidia,train
"Barang sesuai, orisinil, dan dikemas rapi. kemasan rapi dan bagus. Barang masih orisinil. Per item di packing rapi",sesuai orisinil kemas rapi kemas rapi bagus orisinil packing rapi,27 Sep 2016,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Pengiriman lama. pada estimasi sebelumnya akan sampai hari senin 04 Feb '19 tapi ada notif pesanan di batalkan, kemudian pesanan berubah schedule pengiriman tgl 05-09 Feb '19. Dan sampainya PAS hari sabtu 09 Feb '19. Review barang. saya beli yg 16GB free 8GB. tapi sayang 16GB sudah di pakai, dan di dalamnya sudah ada isi photo orang yang lagi sidang skripsi ""Ini serius mau jualan ?"" dan yg buat kecewa selain pengiriman lama dn berubah status isi 16GB yg sudah terpakai tersebut bila di format hanya 3.89GB. ini serius beli 16GB yg d dapat cmn 3.89GB. Lazada tolonglah di bantu mengenai seler sprti ini. kita bukan cuman sekedar cari murah tapi jg kualitas.",kirim estimasi senin feb notif pesan batal pesan ubah schedule kirim tgl feb sampai pas sabtu feb review 16gb free 8gb sayang 16gb pakai dalam isi photo sidang skripsi serius jual kecewa kirim dn ubah status isi 16gb pakai format 89gb serius 16gb cmn 89gb lazada tolong bantu seler sprti cuman dar cari murah kualitas,02 Feb 2019,1,Lazada,Negative,Bentuk,Yes,Elektronik,No,Lazada,train
bagus... sesuai deskripsi penjual.,bagus sesuai jual,26 Des 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Kualitas barang bagus, pengiriman lumayan cepat tapi adminnya slow respon banget jadi susah buat tanya tanya tentang produknya.",kualitas bagus kirim lumayan cepat adminnya slow respon banget susah produk,unknown,3,Multi platform,Neutral,Bentuk,No,Lainnya,No,Dipawidia,train
Bagus 👍👍👍. Barang sesuai deskripsi dan sesuai pesanan. Semoga awet.,bagus sesuai sesuai pesan moga awet,10 Mei 2018,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Barang sesuai yang dipesan, pengiriman lebih cepat dari perkiraan, pesan tgl. 10 paket diterima tgl 13. Packingrapi dan aman. Terimakasi Lazada, terimakasih seller.",sesuai pes kirim cepat kira tgl terima tgl packingrapi aman terimakasi lazada terimakasih seller,10 Jul 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
"Puas. Barang berfungsi dengan baik, trims LAZADA, semoga semakin banyak barang yg bisa langsung COD",puas fungsi trims lazada moga cod,23 Apr 2016,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Awalnya susah masangnya,, ujungnya bisa deh,, hasilnya memuaskan dahhh😍 recom beud❤️",susah masangnya ujung hasil muas dahhh recom beud,12 Feb 2019,5,Lazada,Positive,Lainnya,No,Elektronik,No,Lazada,train
"Barang diterima dengan aman dan bisa digunakan,semoga awet 🙏🙏",terima aman moga awet,08 Agu 2019,5,Lazada,Positive,Bentuk,No,Elektronik,No,Lazada,train
Mantep. Spek bagus harga bagus,mantep spek bagus harga bagus,22 Okt 2017,5,Lazada,Positive,Harga,No,Elektronik,No,Lazada,train
"Menunya bervariasi, recommend, next pasti repeat order",menu variasi recommend next repeat,2025-11-14T06:29:54.996Z,5,Google Maps,Positive,Bentuk,No,F&B,No,GoogleMaps,train
"jelek mati,gak bisa hidup mau tukar",jelek mati hidup tukar,05 Agu 2019,1,Lazada,Negative,Bentuk,Yes,Elektronik,No,Lazada,train
