web-scraper-order,web-scraper-start-url,review,rating,pesanan,tanggal_pesan,Label,Label,,
1701446020-469,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,alat makan nya kurang hhe,4.0,Mie Suit - Mie Gacoan lv 0 - Udang Rambutan,Ordered on 20 March 2023,0,Buruk,,
1701446020-470,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantullllllllll,5.0,Mie Hompimpa lv 2,Ordered on 27 April 2023,1,Baik,,
1701446020-471,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,siomanya aja yg kurang matang rasanya buat yg lain enak,5.0,Siomay - Udang Rambutan - Udang Keju - Lumpia Udang,Ordered on 25 April 2023,0,Buruk,,
1701446020-472,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tapi kali ini ga dikasih sumpit lupa kali pegawainya tapi it's okay karna enak:)),5.0,Mie Gacoan lv 1 - Siomay - Teh,Ordered on 28 April 2023,0,Buruk,,
1701446020-473,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Terimakasih atas makanannya,5.0,Mie Hompimpa lv 2 - Milo,Ordered on 27 April 2023,1,Baik,,
1701446020-474,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"penataan kurang rapi, jadi agak berantakan, dan minyak agak bocor2",4.0,Mie Gacoan lv 1,Ordered on 26 April 2023,0,Buruk,,
1701446020-475,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"rasanya ga kayak biasanya, mie terlalu nyemek basah. masak beli 4 mie gak dikasih sumpit! mau makan pake tangan? tolong ya alat makan itu penting bgt!",1.0,Mie Gacoan lv 1 - Mie Gacoan lv 0 - Mie Gacoan lv 3 - Mie Suit - Udang Keju,Ordered on 27 April 2023,0,Buruk,,
1701446020-476,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mienya kematengan rasanya gaenak kecapnya kurang,1.0,Mie Gacoan lv 1 - Mie Gacoan lv 4 - Udang Rambutan - Lumpia Udang - Mie Suit,Ordered on 27 April 2023,0,Buruk,,
1701446020-477,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesen nya udang rambutan di kirim nya udang keju😟😟,2.0,Mie Gacoan lv 0 - Mie Gacoan lv 2 - Mie Hompimpa lv 2 - Udang Rambutan - Mie Gacoan lv 1,Ordered on 26 April 2023,0,Buruk,,
1701446020-478,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"sambelnya kecut bangetttt, gbsa s makan",1.0,Mie Hompimpa lv 3 - Udang Rambutan - Lumpia Udang,Ordered on 25 April 2023,0,Buruk,,
1701446020-479,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Sayang deh sama chef-nya,5.0,Udang Rambutan - Siomay - Mie Gacoan lv 0,Ordered on 26 April 2023,1,Baik,,
1701446020-480,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Semoga dipertahankan,5.0,Udang Rambutan - Siomay,Ordered on 17 April 2023,1,Baik,,
1701446020-481,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Sy kira,order bbrp hr mgkn antri/gmn,jd hrs cpt. Porsinya dikit tdk spt biasanya. Lah ini order lg,porsi sama spt yg lalu ditambah g pedes. Harusnya level 8,mie spt level 1. Jangan mulai menurunkan kualitas yak... Sayang sekali... Mksh",2.0,Mie Gacoan lv 8 - Mie Gacoan lv 0 - Thai Green Tea - Udang Rambutan,Ordered on 25 April 2023,0,Buruk,,
1701446020-482,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,makasihh makanannya enak dan sampai dengan cepat,5.0,Udang Keju - Mie Gacoan lv 1 - Mie Hompimpa lv 2,Ordered on 26 April 2023,1,Baik,,
1701446020-483,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Kayak bukan level 2, mie lembek",3.0,Mie Gacoan lv 0 - Mie Gacoan lv 2 - Lumpia Udang,Ordered on 26 April 2023,0,Buruk,,
1701446020-484,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pedas seperti biasanya,5.0,Udang Keju - Mie Gacoan lv 6,Ordered on 26 April 2023,1,Baik,,
1701446020-485,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mantap mas bro...,5.0,Mie Gacoan lv 4 - Mie Gacoan lv 6 - Mie Gacoan lv 1,Ordered on 24 April 2023,1,Baik,,
1701446020-486,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"mie nya agak lembek gak enak kalo dimakan,rasanya agak aneh",2.0,Mie Hompimpa lv 1 - Siomay,Ordered on 26 April 2023,0,Buruk,,
1701446020-487,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasanya pedas 🔥🔥🔥🔥🔥,5.0,Mie Hompimpa lv 6 - Thai Green Tea,Ordered on 25 April 2023,1,Baik,,
1701446020-488,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"enak dah, trus drivernyaa tepat waktuu",5.0,Mie Gacoan lv 0 - Udang Rambutan - Siomay - Udang Keju,Ordered on 25 April 2023,1,Baik,,
1701446020-489,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak banget kak pedesnya pas,5.0,Mie Gacoan lv 1,Ordered on 25 April 2023,1,Baik,,
1701446020-490,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mesennya udang keju eh malah yg datang siomay udang. baru kali ini mesen tapi gak sesuai pesanan thx,2.0,Mie Gacoan lv 8 - Udang Keju,Ordered on 25 April 2023,0,Buruk,,
1701446020-491,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,minta tambah saus sambal ga di kasih,3.0,Mie Hompimpa lv 3 - Siomay - Udang Keju,Ordered on 24 April 2023,0,Buruk,,
1701446020-492,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mohon tetap dipertahankan kwalitas dan rasa makin ditingkatkan,5.0,Mie Suit - Siomay,Ordered on 24 April 2023,1,Baik,,
1701446020-493,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"rasa mie nya gada rasa bumbu khas gacoan, gak kayak dulu untuk udang keju worth it lah 👍🏻",2.0,Udang Keju - Mie Gacoan lv 3,Ordered on 24 April 2023,0,Buruk,,
1701446020-494,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,untuk kemasan kl bisa jgn menggunakan streafoom......krn tidak baik,2.0,Udang Rambutan - Mie Suit,Ordered on 2 April 2023,0,Buruk,,
1701446020-495,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Mie hompimpa mndingan g ush dmasukin list lah rasanya enek,1.0,Mie Gacoan lv 2 - Mie Hompimpa lv 2 - Udang Rambutan,Ordered on 24 April 2023,0,Buruk,,
1701446020-496,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"resto lama banget..cuma mie doanggk ada ayamnya,biasanya ada..rasanya juga hambar..lemot mentang"" viral jadi GK ada kualitas makanannya",1.0,Mie Gacoan lv 3 - Mie Gacoan lv 2,Ordered on 24 April 2023,0,Buruk,,
1701446020-497,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Tp agak sdkt asin,5.0,Mie Suit - Mie Hompimpa lv 2,Ordered on 24 April 2023,0,Buruk,,
1701446020-498,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak suka saya.,5.0,Mie Gacoan lv 2,Ordered on 23 April 2023,1,Baik,,
1701446020-499,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Sambelnya kecut kek sambel bakso yg udh lama. masa tunggu order lumayan lamaa, tp rasa krg memuaskn. agak kecewa.",2.0,Mie Hompimpa lv 4 - Mie Gacoan lv 2 - Mie Gacoan lv 3 - Udang Keju - Siomay,Ordered on 23 April 2023,0,Buruk,,
1701446020-500,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sip mantap mie berasa,5.0,Mie Gacoan lv 3 - Mie Gacoan lv 1 - Mie Gacoan lv 2 - Udang Keju,Ordered on 5 April 2023,1,Baik,,
1701446020-501,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Selalu enaaaak.. tp skrgie gacoan nya kurang manis, kecapnya agak sdkit jd wrnanya agak putih",4.0,Mie Hompimpa lv 6 - Mie Gacoan lv 6 - Udang Keju - Lumpia Udang,Ordered on 22 April 2023,0,Buruk,,
1701446020-502,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,siomay dan lumpia kok tidak dikasi sumpit...,4.0,Mie Hompimpa lv 1 - Mie Gacoan lv 3 - Siomay - Lumpia Udang,Ordered on 23 April 2023,0,Buruk,,
1701446020-503,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pedes mbok ga kuat bikin lemes,5.0,Mie Gacoan lv 3 - Mie Gacoan lv 2 - Mie Gacoan lv 0 - Mie Gacoan lv 1 - Udang Rambutan,Ordered on 23 April 2023,1,Baik,,
1701446020-504,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"enak bangett, lain kali beli disini lagi minnn👍👍👍👍",5.0,Mie Suit - Mie Hompimpa lv 1 - Mie Hompimpa lv 3,Ordered on 23 April 2023,1,Baik,,
1701446020-505,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"beda sama yang di mojokerto yaa knp,atau emg resep sama mienya produksi nya beda""?",2.0,Mie Gacoan lv 3 - Mie Gacoan lv 0 - Udang Keju - Pangsit,Ordered on 23 April 2023,0,Buruk,,
1701446020-506,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak pas gurih porsinya juga pas,5.0,Mie Gacoan lv 3,Ordered on 20 April 2023,1,Baik,,
1701446020-507,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak pedes tapi pedes nya nagih,5.0,Mie Gacoan lv 2 - Mie Gacoan lv 6 - Udang Keju,Ordered on 18 April 2023,1,Baik,,
1701446020-508,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Alhamdulillah pelayanan cepat sampai,5.0,Mie Gacoan lv 4 - Mie Gacoan lv 1 - Mie Gacoan lv 0,Ordered on 20 April 2023,1,Baik,,
1701446020-509,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"jos,.. beli kesekian kalinya lah ini..",5.0,Mie Gacoan lv 2 - Mie Gacoan lv 0 - Udang Keju,Ordered on 20 April 2023,1,Baik,,
1701446020-510,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mintak tolong di perbaiki lagi kalok pesen di go food sering keliru nulis levelnya kepedasannya .. waktu itu pesen level 1 sama 4 yang level 1 ditulis level 4 dan sebaliknya ..,4.0,Mie Gacoan lv 1 - Udang Keju - Siomay - Mie Gacoan lv 4,Ordered on 19 April 2023,0,Buruk,,
1701446020-511,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,berminyak terus,4.0,Mie Gacoan lv 1 - Pangsit,Ordered on 18 April 2023,0,Buruk,,
1701446020-512,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enakkkk sekaliii,5.0,Mie Gacoan lv 2 - Udang Rambutan - Mie Suit,Ordered on 17 April 2023,1,Baik,,
1701446020-513,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Mohon resto untuk menyediakan sumpit yang lebih layak ya 🙏🏻, soalnya semua sumpit yang diberikan sejauh ni selalu berbulu",3.0,Mie Gacoan lv 1 - Udang Keju - Lumpia Udang,Ordered on 17 April 2023,0,Buruk,,
1701446020-514,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,bapak ojeknya baik,5.0,Mie Gacoan lv 2 - Mie Gacoan lv 3,Ordered on 16 April 2023,5,Buruk,,
1701446020-515,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak lezat murah,4.0,Mie Suit,Ordered on 26 February 2023,1,Baik,,
1701446020-516,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,favorit enakkkkkk BANGETTT,5.0,Mie Suit - Mie Hompimpa lv 2 - Mie Gacoan lv 1,Ordered on 16 April 2023,1,Baik,,
1701446020-517,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mie nya rasanya kok berbeda yaa kaya biasanya??,4.0,Udang Rambutan - Mie Gacoan lv 4 - Vanila Latte,Ordered on 13 April 2023,0,Buruk,,
1701446020-518,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,oke...........,5.0,Mie Hompimpa lv 3 - Es Petak Umpet - Teh - Lemon Tea,Ordered on 14 April 2023,1,Baik,,
1701446020-519,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,leeee enn bangett the besst wees Joss,5.0,Mie Gacoan lv 1 - Udang Keju,Ordered on 14 April 2023,1,Baik,,
1701446020-520,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sangat menikmati,5.0,Mie Gacoan lv 0 - Mie Gacoan lv 1,Ordered on 14 April 2023,1,Baik,,
1701446020-521,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Mie nya makin TIPIS , jadi teksturnya terlalu jemek , kyk terlalu mateng efek mie nya semakin tipis .",1.0,Mie Hompimpa lv 1 - Mie Gacoan lv 1 - Siomay - Lumpia Udang - Udang Rambutan,Ordered on 14 April 2023,0,Buruk,,
1701446020-522,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,terimakasih untuk driver yang sudah rela menunggu pesanan berlama lama😁 semoga selalu dalam lindungan allah dan selalu dilancarkan rejekinya ya pak,5.0,Mie Gacoan lv 2 - Udang Keju - Thai Green Tea,Ordered on 14 April 2023,5,Buruk,,
1701446020-523,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kalo nyiapin gaperna di cek duulu. pesen apa kirimnya yg apa,1.0,Mie Gacoan lv 6,Ordered on 14 April 2023,0,Buruk,,
1701446020-524,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,mwanteeebbb puuoll,5.0,Mie Gacoan lv 1 - Mie Gacoan lv 2 - Udang Rambutan - Udang Keju - Mie Gacoan lv 4,Ordered on 13 April 2023,1,Baik,,
1701446020-525,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,minta teh tawar dikasih teh manis,1.0,Udang Keju - Lumpia Udang - Teh,Ordered on 13 April 2023,0,Buruk,,
1701446020-526,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesanan yang tadang salah,1.0,Mie Gacoan lv 1 - Lumpia Udang - Coklat,Ordered on 12 April 2023,0,Buruk,,
1701446020-527,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enakkkkkk poollll,5.0,Mie Gacoan lv 2 - Udang Keju,Ordered on 11 April 2023,1,Baik,,
1701446020-528,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak sekali mantap,5.0,Mie Gacoan lv 6 - Udang Keju,Ordered on 11 April 2023,1,Baik,,
1701446020-529,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,sangat lama yang harus di perbaiki mungkin kecepatan pemesanan saja,2.0,Mie Suit - Mie Gacoan lv 6 - Udang Rambutan,Ordered on 11 April 2023,0,Buruk,,
1701446020-530,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,kurirx baik dan sopan👍,5.0,Mie Gacoan lv 1 - Mie Gacoan lv 4 - Udang Keju,Ordered on 8 April 2023,5,Buruk,,
1701446020-531,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak bangettttttttttttttttt,5.0,Mie Gacoan lv 2 - Mie Gacoan lv 0 - Udang Keju,Ordered on 3 March 2023,1,Baik,,
1701446020-532,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"ada karet di mienya, padahal baru buka. Untung liat😭posisi dtg jam set2 malem jg",3.0,Mie Gacoan lv 6 - Mie Gacoan lv 4 - Udang Keju - Lumpia Udang,Ordered on 11 April 2023,0,Buruk,,
1701446020-533,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak sih sayang lama mungkin krna antrinya banyk yg beli tapi intinya aq suka,5.0,Mie Hompimpa lv 1 - Mie Gacoan lv 2,Ordered on 10 April 2023,0,Buruk,,
1701446020-534,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"mantap rasanya, sampai rumah masih anget",5.0,Mie Gacoan lv 1 - Mie Suit - Mie Hompimpa lv 3 - Udang Keju - Pangsit - Mie Hompimpa lv 1,Ordered on 21 March 2023,1,Baik,,
1701446020-535,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,rasanya mantul banget,5.0,Mie Gacoan lv 2 - Mie Gacoan lv 1,Ordered on 5 April 2023,1,Baik,,
1701446020-536,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,recommended mantap banget,5.0,Mie Suit - Mie Hompimpa lv 2 - Mie Gacoan lv 4 - Lumpia Udang - Udang Keju,Ordered on 8 April 2023,1,Baik,,
1701446020-537,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"sampainya cepet, mantep pakk",5.0,Mie Gacoan lv 0 - Udang Keju - Es Petak Umpet,Ordered on 8 April 2023,1,Baik,,
1701446020-538,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"makanan gak layak dijual ke pelanggan, maaf tapi kenyataan makanan rasanya hambar tidak fresh pangsit juga udah melempem gak enak terima kasih",1.0,Mie Gacoan lv 2 - Mie Gacoan lv 0 - Pangsit,Ordered on 7 April 2023,0,Buruk,,
1701446020-539,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,minta tambah saos untuk dimsum tapi ga boleh sama restonya,4.0,Mie Gacoan lv 2 - Udang Rambutan - Lumpia Udang,Ordered on 7 April 2023,0,Buruk,,
1701446020-540,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,enak mantul n murah,5.0,Mie Hompimpa lv 2 - Mie Hompimpa lv 4 - Siomay - Udang Rambutan - Pangsit - Mie Gacoan lv 8,Ordered on 7 April 2023,1,Baik,,
1701446020-541,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"sterofoam ancur, minyaknya kemana-mana, padahal udah nunggu lama",1.0,Mie Gacoan lv 1 - Lumpia Udang,Ordered on 7 April 2023,0,Buruk,,
1701446020-542,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,Tapi ga dikasih alat makan:(,5.0,Mie Gacoan lv 2 - Mie Gacoan lv 4 - Siomay - Udang Keju - Milo,Ordered on 6 April 2023,0,Buruk,,
1701446020-543,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ngak ada sumpit,1.0,Mie Gacoan lv 1 - Mie Gacoan lv 2,Ordered on 6 April 2023,0,Buruk,,
1701446020-544,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,tlng di lbhkn porsinya biar mantap,5.0,Mie Gacoan lv 0,Ordered on 6 April 2023,0,Buruk,,
1701446020-545,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"udang kejunya aga kecil yah skrng, soalnyapas beli langsung rada gede tpi ttp enak kok enak bangett",5.0,Udang Keju - Pangsit,Ordered on 6 April 2023,0,Buruk,,
1701446020-546,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,pesen level 6 yg datang level 0,1.0,Mie Gacoan lv 6 - Mie Hompimpa lv 1 - Udang Keju - Milo - Es Gobak Sodor,Ordered on 5 April 2023,0,Buruk,,
1701446020-547,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"kali ini udah ada perbaikan. mie nya pas, kecap sama pedesnya pas. semuanya udah bagus. di pertahanin ya👍 semangat✨",5.0,Mie Gacoan lv 1 - Mie Gacoan lv 3 - Mie Gacoan lv 2 - Mie Gacoan lv 0,Ordered on 4 April 2023,1,Baik,,
1701446020-548,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,ga pernah bosen.. mantap ✨,5.0,Mie Gacoan lv 1 - Udang Rambutan - Es Petak Umpet - Mie Hompimpa lv 4,Ordered on 4 April 2023,1,Baik,,
1701446020-549,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"thanks rasanya wenak,cuman kadang yang bikin gaenak sumpitnya banyak sari kayu yang keluar",5.0,Mie Gacoan lv 2 - Lumpia Udang,Ordered on 2 April 2023,1,Baik,,
1701446020-550,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,minta mie gacoan dikasih mie hompimpa😢,4.0,Udang Keju - Lemon Tea - Mie Gacoan lv 1,Ordered on 4 April 2023,0,Buruk,,
1701446020-551,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"Ok siip, lain kali ditambahin donk saus utk udang keju/rambutan nya. Makasih",5.0,Thai Tea Ori - Es Gobak Sodor - Mie Gacoan lv 1 - Udang Rambutan - Udang Keju - Teh,Ordered on 3 April 2023,1,Baik,,
1701446020-552,https://gofood.co.id/en/surabaya/restaurant/mie-gacoan-genteng-f49fb30b-5b97-41b6-b66c-924da5d72fba/reviews,"MUANTAP MIN, pedesnya kayak omongan tetangga 🥰😱 tolong jadikan sy BA biar makan gacoan tiap detik💋 ENAK BGT INI GA BOONG SUER✌️ minusnya itu sumpitnya kayak tahun 1234, lain kali pakai sekrop aj min biar puas makannya💋💋🥰🥰😋😋😋🎉🎉🎉",5.0,Mie Gacoan lv 1 - Mie Suit,Ordered on 3 April 2023,1,Baik,,
