Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review Clean
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,1,"Kualitas Kurang bagus, kalau di pegang masih masih terasa banget seperti stiker dan benar setelah di tes gampang terkelupas, Not Recomended, Kualitas begini banyak yg lebih murah",Negative,Sadness,kualitas kurang bagus kalau di pegang masih masih terasa banget seperti stiker dan benar setelah di tes gampang terkelupas not recomended kualitas begini banyak yg lebih murah
Party Supplies and Craft,[GO SEND] Bubble Wrap 50m x 125cm Premium Quality,Jakarta Barat,110000,5.0,66600,9058,1,Pengiriman sangat lama,Negative,Sadness,pengiriman sangat lama
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19200,3204,1,"barang yang di gambar itu sudah saya bereskan ulang . lem balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .",Negative,Sadness,barang yang di gambar itu sudah saya bereskan ulang lem balon nya gak ada sudah dikomplain ke pihak tokopedia biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi tidak menginformasikan ketersediaan barang dan saya lagi perlu banget maaf dikasih rate segitu
Party Supplies and Craft,Lem balon / perekat balon / glue dot ballon / tempelan balon,Jakarta Barat,3000,4.9,7911,1094,1,"kecewa..!!!! orderan nya ga langsug di proses, pdhl sudah bayar pakai gosend instan!!!",Negative,Sadness,kecewa orderan nya ga langsug di proses pdhl sudah bayar pakai gosend instan
Party Supplies and Craft,Bubble Wrap Packing Tambahan,Kab. Tangerang,2000,4.7,1821,800,1,katanya disuruh pakai bubblewrap utk keamanan barang... tapi tetep aja barangnya ga dikasih bubblewrap. padahal berbayar,Negative,Sadness,katanya disuruh pakai bubblewrap utk keamanan barang tapi tetep aja barangnya ga dikasih bubblewrap padahal berbayar
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,Kab. Tangerang,27000,4.8,430,1385,1,sangat kecewa...karrna keterNgannya 400 lembar...,Negative,Sadness,sangat kecewa karrna keterngannya lembar
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,Kota Bandung,10000,4.9,17100,1227,1,"Awalnya Saya Tanya 9 Warna, semua ready, setelah bayar ( 27 jam kemudian ) Baru dibilang beberapa ( 4 Warna ) habis. Jgn kayak gitulah, jadinya Sy harus Cari lagi warnanya",Negative,Sadness,awalnya saya tanya warna semua ready setelah bayar jam kemudian baru dibilang beberapa warna habis jgn kayak gitulah jadinya sy harus cari lagi warnanya
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,Kota Bandung,10000,4.9,17100,1227,1,"Terlepas dari apapun alasan seller katanya barang sudah keluar kasir atau apalah udah dikirim katanya ,ternyata baru dikirim setelah 2 hari transaksi dilakukan,cukup kecewa dengan pelayanan yg sprti itu karena saya butuh untuk tugas kampus.",Negative,Sadness,terlepas dari apapun alasan seller katanya barang sudah keluar kasir atau apalah udah dikirim katanya ternyata baru dikirim setelah hari transaksi dilakukan cukup kecewa dengan pelayanan yg sprti itu karena saya butuh untuk tugas kampus
Party Supplies and Craft,"168 pcs - pensil warna, alat tulis set crayon, coloring set, colouring - Biru",Kota Tangerang,99000,4.8,912,350,1,Barang yg saya terima rusak...pecah tempat krayonnya...saya ngga tau itu kesalahan dari toko karna dikemasnya terlalu bersemangat atau bagian pengirimannya... kecewa..,Negative,Sadness,barang yg saya terima rusak pecah tempat krayonnya saya ngga tau itu kesalahan dari toko karna dikemasnya terlalu bersemangat atau bagian pengirimannya kecewa
Party Supplies and Craft,CUSTOM FLAZZ BCA GEN 2 ATAU FLAZZ BCA GENERASI 2 SALDO 0 PRINT 1SISI - FLAZZ 2SISI,Jakarta Pusat,55000,4.9,5899,1822,1,Penjual kurang teliti memberi saran kpd Pembeli. Hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya. Minta Nomor diembose pun sdh tercatat tapi Penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed. MENGECEWAKAN. Saya ga bisa ksh Foto krn ada Nama nya tercetak.,Negative,Sadness,penjual kurang teliti memberi saran kpd pembeli hasil embossed nama berwarna putih kontras sekali dan jelek perpaduannya minta nomor diembose pun sdh tercatat tapi penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed mengecewakan saya ga bisa ksh foto krn ada nama nya tercetak
Party Supplies and Craft,balon latex macaron jumbo / balon doff pastel dekorasi macaron 18 inch - Biru Muda,Jakarta Utara,4500,4.9,14100,815,1,barangnya sama sekali gak sampai. pesan juga balon hati juga beda. gak sesuai.,Negative,Sadness,barangnya sama sekali gak sampai pesan juga balon hati juga beda gak sesuai
Party Supplies and Craft,balon latex macaron jumbo / balon doff pastel dekorasi macaron 18 inch - Biru Muda,Jakarta Utara,4500,4.9,14100,815,1,Gede balonnya tidak sebesar yg di iklan.,Negative,Sadness,gede balonnya tidak sebesar yg di iklan
Party Supplies and Craft,Balon Latex / Balon Metalik / Metalic Balloon Chrome 12inch - Lylac,Jakarta Utara,990,4.9,16100,204,1,Padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver ? Kalo ada mau pesen balo gold sama silvernya aja 10 pcs. Yang dateng warna warni kayak gini. Sebelumnya udah chating katanya oke hufth padahal udah 2 kali beli di sini baru kali ini aku kecewa,Negative,Sadness,padahal udah tanya sebelumnya sama penjualnya ada ga balon warna gold dama silver kalo ada mau pesen balo gold sama silvernya aja pcs yang dateng warna warni kayak gini sebelumnya udah chating katanya oke hufth padahal udah kali beli di sini baru kali ini aku kecewa
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,kecewa dengan pelayanan toko ini. ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya. kapok belanja disini. barang hanya senilai 7rb tetapi minta video sampai 3x & barang tidak berfungsi masih saja menolak komplain. semoga berkah,Negative,Sadness,kecewa dengan pelayanan toko ini ada barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya kapok belanja disini barang hanya senilai 7rb tetapi minta video sampai 3x barang tidak berfungsi masih saja menolak komplain semoga berkah
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa,Negative,Sadness,balonnya kecil sekali ga sesuai gambar ga bagus kualitas ketipu dr gambar nya kecewa
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,balon nya kecil bngt,Negative,Sadness,balon nya kecil bngt
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,Aktual barang sangat tidak sesuai dengan harapan,Negative,Sadness,aktual barang sangat tidak sesuai dengan harapan
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,1,1 pc warna pink. lampunya copot.. di chat complain gak dibales... kecewa sedikit,Negative,Sadness,pc warna pink lampunya copot di chat complain gak dibales kecewa sedikit
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,3,gak nyala padahal batt udah baru. anak sy jd kecewa. mau ditukar jg barang cm brp ribu,Negative,Sadness,gak nyala padahal batt udah baru anak sy jd kecewa mau ditukar jg barang cm brp ribu
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,3,"susah payah narik balonnya biar mekar, eh bolong...",Negative,Sadness,susah payah narik balonnya biar mekar eh bolong
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,Jakarta Barat,7900,4.8,19800,1298,3,bli 2 cuma 1 yang nyala jadi kecewa,Negative,Sadness,bli cuma yang nyala jadi kecewa
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,Jakarta Utara,18000,4.9,7470,1499,1,"barang yang di gambar itu sudah saya bereskan ulang . tatakan balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .",Negative,Sadness,barang yang di gambar itu sudah saya bereskan ulang tatakan balon nya gak ada sudah dikomplain ke pihak tokopedia biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi tidak menginformasikan ketersediaan barang dan saya lagi perlu banget maaf dikasih rate segitu
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,Jakarta Utara,18000,4.9,7470,1499,1,"NOT RECOMENDED SELLER ,gara2 Ini toko .. surprise buat ultah moment yg penting hancur gitu aja, .. parahhhhh ..nyesel banget,banget belanja ditoko ini !!!!!!",Negative,Sadness,not recomended seller gara2 ini toko surprise buat ultah moment yg penting hancur gitu aja parahhhhh nyesel banget banget belanja ditoko ini
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,Jakarta Utara,18000,4.9,7470,1499,2,"agak kecewa karena ga sesuai ekspektasi gambar yg tangkainya begitu bening dan nampak kuat, cuma 3 yg bener ukuran skitar 38cm, yg 4 lainya sambungan.",Negative,Sadness,agak kecewa karena ga sesuai ekspektasi gambar yg tangkainya begitu bening dan nampak kuat cuma yg bener ukuran skitar 38cm yg lainya sambungan
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S023,Jakarta Utara,1498,4.9,13600,291,1,Penjual lambat respon penjual. Barang lama dikirim. Keburu basi nih balon.,Negative,Anger,penjual lambat respon penjual barang lama dikirim keburu basi nih balon
Party Supplies and Craft,BALON FOIL ASTRONOT UFO GALAXY SERIES HAPPY BIRTHDAY PESTA MURAH - B0569 UFO,Jakarta Utara,6880,4.8,404,56,1,"packing tidak rapih.. balon foil kusut, tidak dilipat, hanya dikuntal-kuntal dimasukkan kedalam plastik.. kalau yg size kecil masih oke.. tp yg size besar jadi pada lecek dan kusut.. padahal dari awal chat saya udah bilang buat dijual lg... kalau sudah lecek begini gak mungkin saya kasih ke orang.",Negative,Anger,packing tidak rapih balon foil kusut tidak dilipat hanya dikuntal kuntal dimasukkan kedalam plastik kalau yg size kecil masih oke tp yg size besar jadi pada lecek dan kusut padahal dari awal chat saya udah bilang buat dijual lg kalau sudah lecek begini gak mungkin saya kasih ke orang
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,1,"Ga jelas ga ada instruksinya, rakitnya ginana... sepertinya juga barangnya beda sama yg saya pesan.",Negative,Anger,ga jelas ga ada instruksinya rakitnya ginana sepertinya juga barangnya beda sama yg saya pesan
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,Pengiriman lama dan tidak ada cara perakitan box yang susah.,Negative,Anger,pengiriman lama dan tidak ada cara perakitan box yang susah
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,2,"Susah d bikinnya, ga ngerti, ribet... packing juga kurang... bahkan ada yg lecek dan robek kertasnya... ya uda lah",Negative,Anger,susah d bikinnya ga ngerti ribet packing juga kurang bahkan ada yg lecek dan robek kertasnya ya uda lah
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,Penjual gak jujur !! Respon kebanyakan BOT!,Negative,Anger,penjual gak jujur respon kebanyakan bot
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,"Beli 6 cuma dikirim 5, males complain ??",Negative,Anger,beli cuma dikirim males complain
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,Barang tidak dikirimkan ??,Negative,Anger,barang tidak dikirimkan
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,3,kurang kuat....lem nya lemah,Negative,Anger,kurang kuat lem nya lemah
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,kardus bekas dijual. itupun masih rusak susu nya,Negative,Anger,kardus bekas dijual itupun masih rusak susu nya
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,pengiriman sangat lama,Negative,Anger,pengiriman sangat lama
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,"order minggu sampainya rabu, lambat nya minta ampuun, di tanyain baru info kalau overload orderan, itupun baru selasa dikirim, ga ada konfirmasi awal kalau overload orderan. ga tanggungjawab.",Negative,Anger,order minggu sampainya rabu lambat nya minta ampuun di tanyain baru info kalau overload orderan itupun baru selasa dikirim ga ada konfirmasi awal kalau overload orderan ga tanggungjawab
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3491,875,1,pesen apa dikirim apa ????????????????????????????????????????????,Negative,Anger,pesen apa dikirim apa
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,1,WARNA TIDAK SESUAI DGN PERMINTAAN,Negative,Anger,warna tidak sesuai dgn permintaan
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,1,"Parah, padahal di note sudah di kasih kalau chip di bagian belakang desain dan kalau bisa ga ada logo bca/flazznya, ga diliat sama sekali kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh ??, penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja, seolah olah complaint karena mau direturn atau di ganti duitnya padahal dikritik biar lebih baik kedepannya, bukannya minta maaf udah salah malah sok ga butuh pembeli, sumpah kesel bgt ama ini penjual sombong parah",Negative,Anger,parah padahal di note sudah di kasih kalau chip di bagian belakang desain dan kalau bisa ga ada logo bca flazznya ga diliat sama sekali kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja seolah olah complaint karena mau direturn atau di ganti duitnya padahal dikritik biar lebih baik kedepannya bukannya minta maaf udah salah malah sok ga butuh pembeli sumpah kesel bgt ama ini penjual sombong parah
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19200,3204,1,Malah gak di kirim yg ini...,Negative,Anger,malah gak di kirim yg ini
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,Kota Tangerang,39500,4.9,5636,2366,1,"barang cuma 25 rebu, masa kudu di video in pas unboxing. Sudah menjadi tugas QC utk cek dengan teliti, apakah barang yg dikirim sudah lengkap atau belum. Parahhh",Negative,Anger,barang cuma rebu masa kudu di video in pas unboxing sudah menjadi tugas qc utk cek dengan teliti apakah barang yg dikirim sudah lengkap atau belum parahhh
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,Kota Tangerang,39500,4.9,5636,2366,1,Udah beli banyak ada 1 yg rusak mau tukar ga bisa pake belibet aturan cape deh,Negative,Anger,udah beli banyak ada yg rusak mau tukar ga bisa pake belibet aturan cape deh
Party Supplies and Craft,Plastik Mika Kaku Bening (PET) Meteran - 0.3mm.,Jakarta Barat,8400,4.9,17200,1670,1,bolong bolong ada minyak2nya gitu Jelek,Negative,Anger,bolong bolong ada minyak2nya gitu jelek
Party Supplies and Craft,Plastik Mika Kaku Bening (PET) Meteran - 0.3mm.,Jakarta Barat,8400,4.9,17200,1670,1,barang ga mulus banyak bekas tekukan seperti beli sampah aja,Negative,Anger,barang ga mulus banyak bekas tekukan seperti beli sampah aja
Party Supplies and Craft,Lem balon / perekat balon / glue dot ballon / tempelan balon,Jakarta Barat,3000,4.9,7911,1094,1,"Hadeh ini lagi, lemnya aja gak rata tuh di double tapenya????",Negative,Anger,hadeh ini lagi lemnya aja gak rata tuh di double tapenya
Party Supplies and Craft,Bubble Wrap,Jakarta Pusat,3600,4.8,10700,2237,1,"awal udah checkout procecor, sama admin disuruh beli bubblewrap biar aman, yaudah checkout bubblewrap deh beli. pas paket udh dateng malah cuman bubble wrap doang wkwk, kocak nih toko. mana prosesor yang dicheckout duluan malah belum dateng lagi, hadehh",Negative,Anger,awal udah checkout procecor sama admin disuruh beli bubblewrap biar aman yaudah checkout bubblewrap deh beli pas paket udh dateng malah cuman bubble wrap doang wkwk kocak nih toko mana prosesor yang dicheckout duluan malah belum dateng lagi hadehh
Party Supplies and Craft,BUBBLEWRAP BENING 30CM X 50M BUBBLE WRAP PUTIH BUBLE PLASTIK BANDUNG,Kota Bandung,26430,5.0,7025,1986,1,"pantes murah bubble wrap nya tipis, kirain tebel. nyesel order dimari!!",Negative,Anger,pantes murah bubble wrap nya tipis kirain tebel nyesel order dimari
Party Supplies and Craft,Bubble Wrap Packing Tambahan,Kab. Tangerang,2000,4.7,1821,800,1,"minta rak tudung 4 tingkat yg di bubble malah celana dalem yg di dalam, baca pesannya dong.. mikir...",Negative,Anger,minta rak tudung tingkat yg di bubble malah celana dalem yg di dalam baca pesannya dong mikir
